Zeit (s),Spektral Centroid (Hz),Power (dB),Energy,Peak Frequenz (Hz),Spectral Flux,Bandbreite (Hz),Spectral Flatness,Spectral Rolloff (Hz)
9.000,2385.14,-71.92,0.190030,0.00,716.664978,4296.70,0.000118,5865.00
9.050,2448.75,-71.86,0.186940,0.00,442.118561,4340.07,0.000135,6120.00
9.100,2677.16,-71.85,0.138410,5.00,862.360291,4461.95,0.000315,6625.00
9.150,2132.08,-71.85,0.273685,0.00,1504.146362,4157.01,0.000060,5000.00
9.200,2008.67,-71.86,0.343451,0.00,620.791687,4086.96,0.000037,4525.00
9.250,2461.65,-71.89,0.214035,5.00,1303.780273,4400.00,0.000109,6110.00
9.300,2799.22,-71.80,0.121860,10.00,911.520203,4511.13,0.000393,7095.00
9.350,2628.90,-71.80,0.134559,10.00,340.365051,4422.05,0.000330,6570.00
9.400,2757.15,-71.85,0.113509,15.00,384.668365,4503.27,0.000467,6865.00
9.450,2678.38,-71.84,0.120158,15.00,321.686493,4454.50,0.000409,6610.00
9.500,2615.56,-71.79,0.147482,10.00,576.210754,4439.48,0.000289,6500.00
9.550,2304.74,-71.73,0.240028,5.00,1136.750610,4272.12,0.000092,5545.00
9.600,2092.86,-71.70,0.279782,0.00,625.192749,4082.60,0.000060,4865.00
9.650,2460.01,-71.83,0.177492,5.00,1261.767700,4314.62,0.000168,6020.00
9.700,2483.35,-71.82,0.178787,10.00,731.214355,4326.04,0.000183,6105.00
9.750,2174.01,-71.79,0.267084,0.00,1422.562622,4129.31,0.000065,5100.00
9.800,2057.94,-71.90,0.300328,0.00,513.046509,4061.04,0.000045,4690.00
9.850,2279.85,-71.89,0.219129,0.00,778.408813,4190.24,0.000079,5380.00
9.900,2352.41,-71.80,0.207968,0.00,565.759644,4253.65,0.000111,5700.00
9.950,2290.49,-71.84,0.217277,0.00,606.908203,4262.22,0.000105,5445.00
10.000,1853.75,-71.95,0.312909,0.00,968.455261,3929.37,0.000048,3860.00
10.050,2138.57,-71.91,0.232148,0.00,690.680969,4166.44,0.000081,4950.00
10.100,2487.26,-71.80,0.192301,5.00,918.045532,4405.75,0.000156,6265.00
10.150,2505.24,-71.87,0.181426,20.00,506.062042,4429.58,0.000179,6280.00
10.200,2497.20,-71.80,0.179601,0.00,683.130249,4434.14,0.000159,6215.00
10.250,2195.04,-71.74,0.282826,0.00,1301.857910,4198.98,0.000058,5070.00
10.300,2149.46,-71.83,0.272262,0.00,304.635132,4140.65,0.000065,4920.00
10.350,2467.34,-71.77,0.169710,5.00,1319.568115,4320.29,0.000211,5970.00
10.400,2312.40,-71.87,0.203244,0.00,1087.960815,4262.87,0.000104,5540.00
10.450,2044.03,-71.85,0.292759,0.00,890.014343,4070.45,0.000052,4695.00
10.500,2290.03,-71.92,0.222011,0.00,632.095581,4254.49,0.000081,5460.00
10.550,2329.15,-71.91,0.195075,0.00,522.205872,4276.60,0.000119,5615.00
10.600,2466.27,-71.80,0.160104,0.00,604.380188,4322.54,0.000212,5980.00
10.650,2690.30,-71.75,0.126912,10.00,489.740387,4442.02,0.000374,6615.00
10.700,2306.75,-71.87,0.195703,0.00,897.091492,4227.33,0.000125,5460.00
10.750,2220.89,-71.94,0.218191,0.00,495.007141,4156.03,0.000089,5220.00
10.800,2430.18,-71.90,0.182605,0.00,660.827942,4312.34,0.000134,6010.00
10.850,2262.55,-71.77,0.225264,0.00,386.370728,4221.66,0.000098,5440.00
10.900,2051.04,-71.80,0.271433,0.00,690.913269,4081.64,0.000063,4630.00
10.950,2082.31,-71.83,0.258673,0.00,445.033691,4090.54,0.000068,4750.00
11.000,2251.92,-71.90,0.218813,5.00,950.852783,4207.61,0.000119,5400.00
11.050,2299.13,-71.77,0.207872,0.00,590.654053,4260.82,0.000119,5450.00
11.100,2295.30,-71.75,0.204993,0.00,346.715271,4248.82,0.000119,5350.00
11.150,2401.00,-71.86,0.220224,5.00,701.148743,4280.90,0.000115,5720.00
11.200,2249.00,-71.87,0.251548,5.00,699.798157,4202.41,0.000077,5330.00
11.250,2420.40,-71.88,0.230133,5.00,1071.753906,4321.58,0.000113,5960.00
11.300,2350.81,-71.77,0.201804,10.00,728.462830,4268.21,0.000132,5795.00
11.350,2406.08,-71.81,0.208619,10.00,432.388367,4338.23,0.000131,5980.00
11.400,2253.15,-72.00,0.266684,10.00,706.010925,4232.89,0.000080,5470.00
11.450,2334.62,-71.91,0.223958,10.00,468.696777,4253.32,0.000116,5825.00
11.500,2370.17,-71.92,0.182147,15.00,912.990295,4273.28,0.000158,5815.00
11.550,2403.90,-71.86,0.181058,0.00,371.989929,4288.94,0.000149,5970.00
11.600,2368.72,-71.93,0.182839,0.00,390.523285,4264.28,0.000136,5875.00
11.650,2125.31,-71.73,0.255606,0.00,761.010315,4127.01,0.000069,4905.00
11.700,2211.95,-71.71,0.245781,0.00,382.659119,4184.57,0.000073,5210.00
11.750,2554.30,-71.81,0.157717,0.00,784.767029,4407.86,0.000185,6365.00
11.800,2744.68,-71.86,0.124649,15.00,740.132141,4487.86,0.000370,6920.00
11.850,2316.40,-71.82,0.202203,10.00,672.385193,4241.89,0.000140,5660.00
11.900,2141.58,-71.80,0.237042,0.00,797.769958,4123.09,0.000086,5040.00
11.950,2097.37,-71.85,0.249407,0.00,537.988159,4105.06,0.000078,4730.00
12.000,2126.20,-71.96,0.277518,15.00,998.676025,4124.79,0.000074,4935.00
12.050,2025.35,-72.03,0.265364,0.00,1120.214600,4056.14,0.000064,4575.00
12.100,1774.18,-72.11,0.379204,0.00,1283.601318,3846.83,0.000028,3695.00
12.150,1982.74,-72.02,0.296646,0.00,758.772156,4035.87,0.000048,4430.00
12.200,2695.33,-71.90,0.146155,5.00,1582.964600,4502.08,0.000271,6710.00
12.250,2496.04,-71.77,0.160409,5.00,538.236389,4354.37,0.000234,6125.00
12.300,2450.05,-71.79,0.174705,5.00,500.525177,4329.67,0.000181,6110.00
12.350,2204.14,-71.87,0.257280,0.00,1017.001343,4204.32,0.000065,5290.00
12.400,2261.95,-71.80,0.228035,0.00,373.866882,4243.81,0.000086,5465.00
12.450,2675.71,-71.80,0.138808,0.00,1020.396240,4490.32,0.000255,6715.00
12.500,2400.42,-71.67,0.178961,0.00,605.006775,4283.37,0.000157,5820.00
12.550,2197.67,-71.78,0.237088,0.00,627.190674,4159.53,0.000079,5195.00
12.600,2285.53,-71.81,0.209161,0.00,693.413025,4250.77,0.000114,5525.00
12.650,2423.97,-71.80,0.174637,15.00,977.292358,4331.78,0.000205,5895.00
12.700,2476.63,-71.81,0.142724,0.00,727.560608,4338.99,0.000266,6015.00
12.750,2499.85,-71.97,0.159306,5.00,640.806152,4354.04,0.000206,6135.00
12.800,2438.75,-71.82,0.162149,5.00,376.384186,4316.14,0.000225,5915.00
12.850,2378.05,-71.78,0.168227,0.00,409.024902,4277.93,0.000201,5780.00
12.900,2551.01,-71.71,0.157448,15.00,751.458740,4370.53,0.000251,6265.00
12.950,2287.40,-71.83,0.203596,15.00,643.185547,4213.54,0.000142,5490.00
13.000,2185.17,-71.89,0.239413,0.00,821.766663,4163.61,0.000087,5165.00
13.050,2186.98,-71.94,0.258335,0.00,911.967773,4156.53,0.000072,5140.00
13.100,2512.11,-71.95,0.158618,10.00,980.009766,4386.88,0.000219,6245.00
13.150,2305.42,-71.91,0.174762,10.00,454.918518,4245.59,0.000194,5525.00
13.200,2013.68,-71.99,0.271672,0.00,1193.812378,4050.44,0.000065,4555.00
13.250,2143.78,-71.95,0.249612,5.00,385.015045,4145.10,0.000078,5080.00
13.300,2619.77,-71.89,0.153226,5.00,931.368408,4431.67,0.000250,6615.00
13.350,2574.56,-71.79,0.146943,5.00,442.966583,4424.32,0.000259,6465.00
13.400,2517.75,-71.79,0.158600,10.00,452.906586,4375.59,0.000224,6295.00
13.450,2099.72,-71.94,0.299040,0.00,1291.010498,4087.58,0.000053,4905.00
13.500,2157.44,-71.97,0.264352,0.00,636.968445,4146.61,0.000058,5075.00
13.550,2383.30,-71.87,0.195326,0.00,770.515442,4292.66,0.000126,5815.00
13.600,2349.46,-71.81,0.197041,10.00,388.599213,4258.84,0.000133,5815.00
13.650,2385.99,-71.83,0.191929,0.00,269.917175,4309.22,0.000142,5860.00
13.700,2734.44,-71.77,0.139958,0.00,509.339966,4531.82,0.000239,6880.00
13.750,2493.00,-71.81,0.188131,0.00,575.481689,4362.40,0.000120,6130.00
13.800,2268.28,-71.79,0.210678,0.00,335.596588,4202.29,0.000106,5370.00
13.850,2352.61,-71.82,0.190611,0.00,531.285828,4279.01,0.000131,5735.00
13.900,2239.65,-71.83,0.211796,0.00,489.422363,4199.10,0.000106,5225.00
13.950,2160.23,-71.78,0.219206,5.00,757.080627,4142.38,0.000125,4980.00
14.000,2439.20,-71.81,0.177396,5.00,621.489746,4310.82,0.000186,5940.00
14.050,2538.38,-71.76,0.152992,0.00,575.482605,4390.28,0.000209,6255.00
14.100,2416.94,-71.70,0.212264,0.00,907.662292,4323.44,0.000096,5875.00
14.150,2076.80,-71.83,0.303896,0.00,796.849060,4100.06,0.000051,4740.00
14.200,2457.33,-71.79,0.204131,5.00,1249.881470,4369.44,0.000142,6145.00
14.250,2533.55,-71.64,0.151761,5.00,731.567993,4377.91,0.000280,6260.00
14.300,2283.41,-71.81,0.197518,20.00,547.169800,4235.87,0.000146,5390.00
14.350,2171.38,-71.92,0.209423,0.00,534.951355,4168.41,0.000107,5140.00
14.400,2265.87,-71.76,0.221280,5.00,994.061523,4205.35,0.000114,5480.00
14.450,2428.27,-71.74,0.215352,10.00,700.600830,4312.89,0.000132,5920.00
14.500,2417.80,-71.74,0.200991,5.00,930.430969,4321.39,0.000140,6000.00
14.550,2105.25,-71.86,0.291009,0.00,1163.417603,4093.95,0.000051,4910.00
14.600,2238.60,-71.81,0.253903,5.00,862.724548,4217.47,0.000079,5335.00
14.650,2846.09,-71.81,0.124118,10.00,1268.229614,4594.13,0.000400,7250.00
14.700,2829.31,-71.94,0.105735,5.00,448.193634,4555.22,0.000509,7240.00
14.750,2678.16,-71.94,0.133423,15.00,432.482208,4461.49,0.000319,6700.00
14.800,2814.47,-71.85,0.119715,15.00,340.566589,4534.08,0.000412,7045.00
14.850,2477.04,-71.84,0.154851,10.00,631.697937,4363.50,0.000237,6120.00
14.900,2369.11,-71.73,0.181024,0.00,446.529541,4303.88,0.000165,5700.00
14.950,2558.13,-71.79,0.161811,0.00,305.603729,4424.97,0.000206,6360.00
15.000,2480.85,-71.74,0.159319,10.00,663.737366,4372.72,0.000247,6195.00
15.050,2535.57,-71.83,0.155610,30.00,576.783875,4379.90,0.000248,6395.00
15.100,2711.75,-71.78,0.126430,30.00,425.097626,4501.07,0.000387,6915.00
15.150,2615.54,-71.76,0.150563,5.00,716.301697,4472.27,0.000245,6605.00
15.200,2378.82,-71.84,0.196270,0.00,502.137085,4331.38,0.000130,5865.00
15.250,2630.08,-71.78,0.135113,5.00,797.967773,4455.05,0.000329,6535.00
15.300,2369.56,-71.77,0.190526,0.00,807.768921,4292.38,0.000135,5750.00
15.350,2343.90,-71.69,0.261055,0.00,771.602173,4314.06,0.000065,5700.00
15.400,2546.96,-71.72,0.184841,0.00,705.181519,4401.07,0.000116,6395.00
15.450,2467.47,-71.78,0.192159,0.00,508.477142,4335.18,0.000124,6135.00
