Zeit (s),Spektral Centroid (Hz),Power (dB),Energy,Peak Frequenz (Hz),Spectral Flux,Bandbreite (Hz),Spectral Flatness,Spectral Rolloff (Hz)
8.750,9507.51,-23.81,0.301385,7775.00,940.703430,5360.57,0.029609,15950.00
8.800,9535.84,-23.88,0.304311,8430.00,944.996033,5337.43,0.027961,15945.00
8.850,9464.96,-23.81,0.305401,10370.00,950.605652,5375.71,0.027855,15875.00
8.900,9462.49,-23.88,0.303111,3250.00,958.628113,5405.25,0.027866,15985.00
8.950,9562.50,-23.78,0.306462,10795.00,963.064819,5427.47,0.028592,16110.00
9.000,9545.64,-23.73,0.303785,14570.00,965.078430,5384.10,0.029599,15965.00
9.050,9563.69,-23.76,0.305502,17885.00,953.273376,5343.20,0.028588,15915.00
9.100,9538.85,-23.70,0.308862,15135.00,965.389282,5355.06,0.028302,15880.00
9.150,9571.52,-23.64,0.310788,15815.00,974.521729,5381.57,0.028075,15985.00
9.200,9562.84,-23.68,0.312689,16745.00,981.752686,5411.82,0.027856,16000.00
9.250,9466.66,-23.62,0.310834,11660.00,995.993713,5365.97,0.028858,15940.00
9.300,9560.80,-23.69,0.311697,13870.00,973.187683,5300.26,0.028163,15895.00
9.350,9548.75,-23.81,0.305634,7450.00,980.418701,5344.50,0.028484,15930.00
9.400,9621.70,-23.76,0.307025,17090.00,975.146118,5406.19,0.028630,16085.00
9.450,9506.02,-23.84,0.308308,17260.00,976.162537,5428.87,0.027733,16035.00
9.500,9496.52,-23.90,0.300590,12415.00,954.738892,5363.49,0.028439,15945.00
9.550,9653.27,-23.78,0.305317,16775.00,957.971497,5318.42,0.027962,16060.00
9.600,9547.43,-23.77,0.308301,9580.00,946.724731,5385.36,0.027654,16000.00
9.650,9596.26,-23.76,0.303506,17715.00,966.820679,5372.55,0.028976,15975.00
9.700,9665.74,-23.83,0.305120,17255.00,944.670044,5387.67,0.028285,16035.00
9.750,9577.33,-23.64,0.308214,12890.00,965.948669,5435.94,0.028589,15955.00
9.800,9525.71,-23.70,0.307738,13570.00,971.934021,5396.45,0.028830,15930.00
9.850,9675.06,-22.95,0.306217,17595.00,958.569763,5367.25,0.045262,16025.00
9.900,9604.56,-22.87,0.271094,17930.00,874.242798,5441.71,0.058267,16180.00
9.950,9615.09,-27.77,0.139768,11365.00,951.363770,5450.31,0.064255,16285.00

=== STATISTIKEN ===

Feature,Minimum,Maximum,Durchschnitt
Spektral Centroid (Hz),9249.93,9722.46,9556.15
Power (dB),-27.81,-22.77,-23.78
Energy,0.14,0.31,0.30
Peak Frequenz (Hz),185.00,18475.00,12445.10
Spectral Flux,0.00,995.99,956.75
Bandbreite (Hz),5300.26,5470.97,5386.94
Spectral Flatness,0.03,0.07,0.03
Spectral Rolloff (Hz),15695.00,16285.00,16004.17
